"Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Class"
1,"owner",60,33,"married","no","freelance",75,122,3500,2900,1400,1803,"negative"
1,"owner",48,36,"married","no","fixed",60,75,5500,0,1085,1736,"negative"
2,"rent",12,66,"married","no","others",51,60,20000,0,500,1504,"negative"
1,"owner",12,22,"single","no","fixed",45,80,3500,0,200,1156,"negative"
0,"owner",60,28,"married","no","fixed",35,78,9500,0,1400,1850,"positive"
3,"owner",48,25,"single","no","fixed",35,125,4000,0,1000,1301,"negative"
2,"other",48,29,"single","no","fixed",35,60,0,0,700,1100,"negative"
3,"owner",54,33,"married","no","fixed",75,366,7000,0,500,1116,"negative"
6,"owner",36,37,"married","no","fixed",60,230,15000,4500,1740,2340,"negative"
6,"rent",60,46,"married","no","fixed",82,217,0,0,1245,1503,"negative"
11,"parents",48,50,"married","no","fixed",105,60,0,0,1500,1637,"positive"
7,"rent",36,44,"married","no","fixed",85,101,6000,0,400,400,"negative"
15,"rent",6,41,"married","no","freelance",93,175,20000,1000,500,1825,"negative"
6,"owner",36,38,"married","no","freelance",90,130,7000,300,800,960,"negative"
4,"owner",60,26,"single","no","fixed",35,130,3000,0,700,1504,"negative"
6,"rent",60,41,"divorced","yes","fixed",55,97,7000,5000,1900,2260,"positive"
0,"owner",36,40,"married","no","fixed",75,126,8000,0,2000,2261,"negative"
1,"parents",36,23,"single","no","partime",35,56,0,0,500,550,"negative"
12,"owner",18,31,"married","yes","fixed",60,153,4500,400,600,1850,"negative"
2,"other",36,44,"married","yes","freelance",120,150,0,0,800,800,"negative"
30,"rent",6,49,"married","yes","freelance",81,208,2000,0,800,1804,"negative"
23,"owner",60,45,"married","yes","fixed",60,248,10000,0,1400,2099,"negative"
10,"owner",36,30,"married","no","fixed",60,123,8000,2100,800,2200,"negative"
18,"owner",36,33,"married","no","freelance",75,68,9000,3000,850,1340,"negative"
6,"rent",12,33,"married","no","fixed",85,250,0,0,500,1500,"negative"
10,"owner",12,48,"married","no","fixed",75,165,4000,0,300,850,"negative"
3,"rent",60,31,"married","yes","partime",58,130,0,0,1500,1537,"positive"
0,"owner",24,54,"married","yes","freelance",45,185,60000,0,1400,1640,"positive"
6,"parents",36,28,"married","no","fixed",75,83,7000,0,675,775,"positive"
7,"owner",36,34,"married","no","fixed",60,190,5000,0,600,848,"negative"
3,"owner",48,37,"widow","no","others",45,110,10000,0,1700,2481,"negative"
9,"rent",60,30,"single","no","fixed",48,126,0,0,600,1054,"positive"
1,"rent",36,43,"married","no","fixed",92,173,0,0,550,590,"negative"
0,"owner",12,21,"single","no","fixed",35,147,1500,0,350,350,"negative"
2,"rent",60,34,"married","no","fixed",91,160,0,0,1100,1378,"negative"
7,"other",36,33,"married","yes","fixed",75,300,30000,0,800,1151,"negative"
0,"owner",24,58,"married","yes","fixed",45,150,4000,0,600,1607,"positive"
10,"owner",24,47,"married","no","freelance",135,150,4500,0,350,1097,"negative"
2,"parents",60,54,"single","no","freelance",35,120,0,0,600,847,"positive"
20,"parents",60,46,"single","no","fixed",35,108,8000,0,550,1106,"negative"
4,"owner",60,26,"single","yes","fixed",35,155,4000,0,1350,1610,"negative"
8,"owner",48,53,"married","no","fixed",45,147,8000,700,750,797,"negative"
0,"parents",60,23,"single","no","others",35,46,0,0,1340,1340,"positive"
7,"owner",60,52,"widow","no","fixed",35,112,4500,0,1350,1445,"negative"
7,"owner",60,55,"married","no","fixed",45,89,5000,0,1250,1455,"negative"
0,"owner",48,44,"married","no","partime",75,120,4000,0,900,1204,"negative"
5,"owner",60,37,"married","no","others",75,145,3000,672,1300,1510,"negative"
5,"parents",60,29,"single","no","freelance",35,115,12000,0,1200,1553,"negative"
10,"rent",60,31,"married","no","fixed",59,138,0,0,1600,1796,"negative"
1,"other",60,27,"single","no","fixed",35,125,4000,1200,1500,1558,"negative"
2,"owner",48,24,"single","no","fixed",35,157,6000,0,1000,1347,"negative"
1,"owner",36,35,"married","no","freelance",75,43,3000,280,800,950,"positive"
28,"rent",48,51,"married","no","fixed",112,373,15000,0,1300,2093,"negative"
0,"other",36,37,"married","no","others",75,75,0,0,500,800,"positive"
1,"priv",36,28,"married","no","fixed",60,110,4500,0,350,450,"negative"
1,"owner",42,38,"married","no","fixed",75,174,8000,0,1300,1683,"negative"
0,"rent",48,21,"single","no","partime",50,148,0,0,1500,1575,"positive"
3,"parents",60,28,"single","no","fixed",35,187,0,0,700,873,"negative"
1,"owner",48,27,"married","no","fixed",45,90,5000,0,350,1680,"negative"
2,"rent",36,32,"married","no","fixed",67,224,0,0,750,900,"negative"
5,"rent",60,39,"married","no","fixed",93,178,0,0,1100,1338,"negative"
3,"owner",36,26,"married","no","fixed",45,133,26000,0,1000,1300,"negative"
4,"rent",48,34,"married","no","fixed",79,185,0,0,750,1431,"negative"
2,"owner",36,47,"married","no","fixed",60,70,5000,0,1200,1397,"negative"
15,"owner",36,51,"married","yes","freelance",45,160,15000,0,2000,3318,"negative"
0,"parents",12,27,"single","no","freelance",45,857,35000,0,1000,2000,"negative"
3,"rent",60,42,"married","no","fixed",105,150,25000,0,1000,1338,"negative"
5,"rent",60,47,"single","yes","fixed",46,106,8500,0,2500,2664,"positive"
0,"parents",48,26,"single","no","fixed",35,120,0,0,1100,1100,"positive"
16,"owner",60,42,"married","no","fixed",75,100,2000,0,1050,1490,"negative"
14,"rent",36,32,"married","no","fixed",87,120,0,0,550,750,"negative"
5,"owner",48,40,"married","no","freelance",75,61,11000,770,1200,1483,"negative"
2,"owner",60,25,"married","no","fixed",45,79,6000,2700,1300,1681,"negative"
14,"rent",48,28,"married","no","fixed",60,146,0,0,1450,1474,"negative"
8,"parents",60,32,"separated","no","fixed",75,118,3500,0,1350,1729,"negative"
2,"parents",36,24,"single","no","fixed",35,69,3000,0,600,1604,"negative"
15,"owner",60,52,"married","yes","fixed",60,130,4000,0,1300,1450,"positive"
0,"owner",60,36,"married","no","partime",90,113,4000,198,400,790,"positive"
3,"owner",6,27,"married","no","fixed",60,150,4000,1500,400,1300,"negative"
0,"owner",24,63,"widow","no","others",35,92,40000,0,1150,2244,"negative"
4,"priv",60,23,"married","yes","fixed",75,100,8000,1000,800,949,"positive"
1,"rent",60,21,"single","no","partime",41,60,0,0,850,930,"positive"
1,"parents",36,25,"single","no","partime",35,53,0,0,600,1415,"positive"
12,"parents",36,30,"single","no","fixed",35,59,0,0,600,1206,"negative"
2,"owner",60,45,"married","no","fixed",75,165,3000,0,900,1500,"negative"
1,"parents",30,22,"single","no","fixed",35,111,0,0,775,1100,"negative"
16,"owner",60,32,"married","no","fixed",60,93,4000,1100,800,1246,"negative"
3,"priv",36,20,"married","no","fixed",45,50,1500,100,1000,1387,"negative"
1,"owner",60,29,"married","yes","fixed",60,111,4000,2000,750,856,"negative"
7,"owner",12,23,"married","no","fixed",45,60,3500,0,500,1595,"negative"
12,"rent",18,27,"married","no","fixed",67,68,0,0,100,675,"negative"
14,"owner",60,37,"married","yes","fixed",75,60,2500,0,1500,1648,"positive"
10,"owner",24,53,"married","yes","fixed",60,60,3000,0,1750,2038,"positive"
20,"rent",24,40,"married","no","fixed",87,117,0,0,350,350,"negative"
15,"owner",36,38,"married","yes","freelance",45,110,7000,0,450,550,"negative"
8,"owner",36,52,"married","no","fixed",60,65,5000,0,625,725,"negative"
4,"owner",60,31,"married","no","fixed",60,177,3000,0,1300,1409,"negative"
13,"owner",60,50,"married","no","fixed",45,90,3000,0,800,1268,"negative"
4,"parents",60,32,"single","no","fixed",35,150,0,0,700,2061,"negative"
5,"parents",48,28,"married","no","fixed",45,120,0,0,1100,1537,"negative"
0,"owner",60,22,"single","no","partime",45,150,4000,0,1550,1657,"negative"
7,"owner",36,31,"married","no","fixed",45,180,9000,1600,700,1400,"negative"
7,"rent",24,32,"single","no","freelance",67,320,0,0,2000,3400,"negative"
6,"owner",60,50,"married","no","fixed",60,260,6000,0,1650,1800,"negative"
0,"priv",36,60,"married","no","fixed",60,140,3000,0,1000,2050,"negative"
11,"owner",36,55,"divorced","no","fixed",35,182,2000,0,500,1135,"negative"
3,"owner",60,33,"married","no","fixed",60,129,3436,2686,800,880,"negative"
2,"owner",60,38,"married","no","fixed",60,88,3500,500,1100,1263,"negative"
16,"owner",36,43,"married","no","fixed",90,350,11000,0,600,2467,"negative"
7,"owner",60,44,"married","no","freelance",90,190,10000,0,1350,1527,"negative"
2,"rent",60,30,"married","yes","fixed",52,70,0,0,950,1175,"negative"
14,"owner",36,50,"married","no","fixed",45,80,2500,0,600,1180,"negative"
2,"rent",60,39,"married","yes","fixed",89,140,0,0,1500,1967,"positive"
13,"owner",60,27,"married","no","fixed",60,112,3000,1485,800,1200,"negative"
15,"rent",60,39,"married","no","fixed",90,150,0,0,1450,1450,"positive"
8,"rent",36,30,"married","no","fixed",71,112,8000,0,1000,1175,"negative"
0,"rent",60,33,"married","no","freelance",85,100,0,0,1150,1760,"positive"
4,"rent",60,34,"married","no","partime",84,85,0,0,800,1293,"negative"
17,"owner",48,34,"married","no","fixed",60,162,3500,0,1250,1650,"negative"
0,"parents",60,25,"single","yes","fixed",35,95,8000,0,1250,1742,"positive"
20,"owner",12,47,"married","no","freelance",90,400,15000,1000,800,2335,"negative"
6,"other",12,60,"married","no","freelance",90,700,28000,0,1350,1612,"negative"
4,"priv",48,30,"married","no","fixed",105,72,2500,750,1200,1410,"positive"
5,"owner",48,39,"married","yes","freelance",45,100,30000,0,1550,2294,"negative"
12,"other",36,41,"single","no","fixed",35,100,0,0,500,1600,"negative"
5,"owner",60,31,"separated","yes","fixed",35,64,5000,0,400,824,"negative"
40,"owner",24,60,"married","no","freelance",45,80,7500,0,325,1365,"negative"
0,"owner",36,21,"single","no","fixed",45,206,4000,0,1500,1600,"negative"
20,"owner",48,51,"married","yes","fixed",45,213,5000,1000,1100,1376,"positive"
6,"rent",48,34,"married","no","fixed",87,120,0,0,1150,1400,"negative"
2,"rent",60,26,"married","no","partime",85,97,6000,0,1070,1172,"negative"
2,"owner",48,30,"married","no","fixed",75,180,4000,0,1500,2065,"negative"
1,"parents",60,24,"single","no","fixed",35,70,0,0,1750,1750,"positive"
14,"owner",60,49,"married","no","freelance",60,103,36000,0,1300,1648,"negative"
1,"rent",60,55,"married","yes","fixed",91,157,0,0,2500,2860,"positive"
21,"priv",60,36,"married","no","fixed",45,179,3500,0,2000,2220,"positive"
1,"other",48,32,"married","no","fixed",60,69,0,0,2000,2580,"positive"
40,"owner",24,63,"married","no","fixed",45,250,55000,0,1000,1751,"negative"
4,"priv",60,27,"married","no","fixed",45,53,2500,300,780,861,"negative"
2,"parents",36,22,"single","no","fixed",35,52,0,0,800,1762,"negative"
6,"owner",60,38,"married","no","fixed",90,145,3000,0,1800,2218,"negative"
1,"owner",12,27,"married","no","fixed",45,70,6000,5700,600,1628,"negative"
6,"rent",60,31,"married","yes","fixed",86,113,0,0,1150,1736,"positive"
20,"owner",36,48,"married","no","fixed",75,303,8000,0,1000,1831,"negative"
3,"rent",48,33,"married","no","freelance",89,291,0,0,900,1041,"negative"
0,"owner",18,20,"single","no","partime",35,180,4000,0,700,960,"negative"
2,"parents",48,20,"single","no","fixed",35,136,0,0,900,1022,"positive"
4,"other",48,41,"married","yes","freelance",45,140,0,0,1000,1250,"positive"
3,"rent",48,36,"married","no","fixed",71,105,0,0,350,1526,"negative"
4,"owner",36,27,"married","no","fixed",60,94,12000,0,1000,1888,"negative"
8,"owner",60,36,"married","no","fixed",75,219,8500,800,1600,1852,"negative"
1,"parents",36,29,"single","no","fixed",35,66,0,0,700,1018,"negative"
1,"rent",60,23,"married","no","fixed",54,92,0,0,1000,1300,"negative"
2,"other",36,29,"single","no","fixed",35,70,0,0,300,850,"negative"
7,"owner",60,39,"married","no","fixed",90,142,6000,0,1300,1534,"negative"
18,"owner",60,38,"married","no","fixed",75,138,6000,0,1000,2018,"negative"
15,"owner",36,47,"married","no","fixed",75,230,13000,1400,1400,1568,"negative"
9,"owner",36,43,"married","no","freelance",90,142,24000,0,2500,2700,"negative"
30,"owner",24,58,"married","no","freelance",60,216,11000,0,983,1200,"negative"
15,"parents",18,30,"married","no","fixed",45,260,8000,1500,500,2071,"negative"
1,"parents",36,24,"single","no","fixed",35,60,0,0,1000,1602,"negative"
7,"rent",60,25,"married","no","fixed",51,63,0,0,1100,1297,"positive"
12,"rent",36,51,"married","no","fixed",74,139,0,0,600,690,"negative"
12,"rent",48,47,"married","no","freelance",75,300,0,0,2000,2196,"positive"
14,"owner",60,53,"married","no","freelance",45,65,3500,0,1800,1979,"positive"
2,"parents",48,32,"married","no","fixed",60,167,2000,0,1450,1698,"negative"
2,"rent",36,35,"single","no","fixed",47,120,0,0,900,1200,"positive"
13,"parents",48,31,"married","no","fixed",75,80,0,0,1000,1575,"negative"
3,"owner",60,38,"married","no","freelance",60,100,18000,0,1500,2360,"negative"
15,"owner",60,44,"married","no","fixed",75,240,10000,7000,1000,1026,"positive"
8,"priv",60,47,"married","no","freelance",75,178,2500,0,1600,1661,"negative"
14,"owner",36,33,"married","no","fixed",60,92,7000,0,800,1115,"negative"
7,"parents",30,29,"single","no","fixed",35,250,3500,0,500,1634,"negative"
0,"owner",60,29,"married","no","partime",75,70,4500,0,1150,1683,"negative"
14,"owner",60,30,"married","no","fixed",45,120,6500,3000,760,895,"negative"
6,"owner",36,28,"married","no","fixed",45,89,5000,0,800,1054,"negative"
5,"owner",48,55,"married","no","freelance",90,41,30000,0,850,1344,"negative"
29,"owner",60,52,"married","no","fixed",60,212,2200,0,1250,1301,"negative"
2,"rent",36,24,"married","no","fixed",71,113,0,0,700,1338,"negative"
32,"rent",36,52,"married","no","fixed",63,180,0,0,1100,1489,"negative"
12,"owner",60,34,"married","no","fixed",75,172,10000,3900,1000,1568,"negative"
2,"owner",60,27,"single","no","fixed",60,46,3000,0,700,1130,"positive"
5,"parents",48,53,"married","no","fixed",60,50,0,0,650,869,"negative"
1,"priv",48,41,"married","no","partime",75,80,4000,30,1100,1409,"positive"
3,"owner",60,32,"married","no","fixed",90,254,14000,10500,1650,2200,"positive"
9,"parents",60,32,"married","no","freelance",75,160,2000,0,1200,1541,"negative"
4,"owner",60,22,"single","no","others",35,130,4000,0,750,997,"negative"
25,"owner",36,55,"married","no","freelance",60,100,50000,0,1400,1705,"negative"
1,"priv",24,55,"married","no","fixed",60,184,15000,0,1600,4200,"negative"
1,"rent",60,56,"married","no","partime",88,133,0,0,750,784,"positive"
11,"rent",48,31,"married","no","fixed",67,66,6200,0,1000,1541,"negative"
0,"owner",36,35,"married","yes","fixed",75,120,4000,0,900,975,"positive"
4,"owner",36,45,"married","yes","fixed",60,98,2500,0,450,575,"negative"
1,"parents",60,22,"single","no","fixed",35,45,0,0,1350,1520,"positive"
1,"owner",60,25,"married","no","fixed",45,171,15000,0,550,2055,"negative"
9,"parents",60,35,"married","no","fixed",60,118,0,0,1000,1656,"negative"
12,"owner",36,56,"married","no","fixed",75,205,5500,1950,275,300,"negative"
4,"owner",60,38,"married","no","fixed",75,145,4500,0,1450,1657,"negative"
2,"priv",36,34,"married","yes","fixed",105,135,1200,0,400,425,"positive"
0,"priv",48,46,"married","no","partime",75,125,8500,0,1575,1702,"positive"
12,"owner",48,31,"divorced","no","fixed",35,117,4000,0,660,933,"negative"
27,"owner",36,46,"married","yes","fixed",60,260,15000,8000,690,1242,"negative"
1,"parents",60,41,"married","yes","fixed",75,251,0,0,1450,2009,"negative"
2,"rent",36,29,"married","no","fixed",88,130,0,0,500,600,"negative"
2,"owner",36,50,"married","yes","fixed",45,185,4000,0,950,950,"positive"
2,"rent",48,37,"separated","no","fixed",50,148,0,0,700,1805,"negative"
3,"priv",60,32,"married","yes","fixed",60,200,4500,2000,1600,1759,"positive"
1,"rent",48,46,"married","no","fixed",95,200,0,0,1420,1595,"negative"
3,"owner",48,28,"married","no","partime",75,61,4000,50,1250,1484,"negative"
3,"owner",60,58,"married","no","fixed",75,150,5000,0,1100,2035,"negative"
19,"owner",36,37,"married","no","fixed",75,170,2500,0,950,1339,"negative"
1,"priv",60,24,"married","no","fixed",45,115,14500,0,1400,1675,"negative"
25,"owner",24,54,"married","no","freelance",75,215,15000,0,1500,2070,"negative"
8,"rent",60,34,"married","no","partime",81,60,0,0,600,1400,"negative"
30,"owner",36,56,"married","no","fixed",60,150,2000,0,400,450,"negative"
15,"owner",60,33,"married","no","fixed",90,144,3000,200,960,960,"negative"
18,"owner",18,50,"married","no","fixed",60,75,3000,0,280,434,"negative"
4,"rent",12,21,"single","no","fixed",52,70,0,0,400,700,"negative"
13,"owner",36,61,"married","no","freelance",60,120,2500,0,600,980,"negative"
13,"rent",60,53,"separated","no","fixed",57,222,4600,0,1000,2300,"negative"
4,"rent",60,21,"single","no","fixed",47,120,8000,0,2100,2100,"negative"
1,"rent",60,24,"married","no","fixed",77,165,0,0,1500,1736,"negative"
25,"owner",48,44,"married","no","freelance",75,250,20000,0,700,1100,"negative"
10,"other",12,31,"married","no","others",90,65,0,0,225,375,"positive"
6,"parents",60,31,"married","yes","fixed",45,94,0,0,500,1418,"negative"
0,"rent",36,42,"single","no","partime",49,141,0,0,800,1165,"positive"
20,"priv",36,46,"married","no","fixed",60,150,2000,0,910,1128,"negative"
0,"parents",36,23,"single","yes","partime",35,66,0,0,1000,1200,"positive"
4,"owner",60,64,"married","no","others",45,82,8000,0,1000,1590,"negative"
0,"owner",48,45,"married","no","fixed",90,156,5000,0,1350,1357,"positive"
12,"owner",60,40,"married","no","fixed",75,114,6000,192,1330,1935,"negative"
2,"owner",36,42,"married","no","partime",75,92,3000,0,550,850,"negative"
2,"owner",30,32,"married","no","fixed",90,74,1500,0,500,650,"positive"
0,"owner",48,31,"married","no","fixed",75,178,5000,0,1100,1487,"negative"
3,"owner",12,57,"married","no","fixed",45,150,19000,1408,550,800,"negative"
2,"parents",36,36,"married","no","freelance",90,59,0,0,500,715,"positive"
4,"parents",60,26,"single","no","freelance",35,60,0,0,600,710,"negative"
5,"owner",48,32,"married","no","freelance",75,110,9500,0,1195,1244,"negative"
20,"rent",60,38,"married","no","fixed",75,150,0,0,1150,1450,"negative"
12,"parents",48,38,"separated","no","fixed",35,154,0,0,1300,2094,"negative"
6,"owner",60,29,"married","no","fixed",60,220,15000,4500,1200,1256,"negative"
5,"parents",24,27,"single","no","freelance",35,115,10000,0,325,425,"negative"
1,"parents",60,30,"single","no","fixed",35,113,0,0,930,955,"negative"
1,"owner",48,33,"married","no","freelance",60,198,3000,0,1800,2196,"positive"
0,"ignore",48,37,"married","no","fixed",60,80,18000,0,900,975,"positive"
7,"rent",60,60,"married","no","fixed",68,77,4000,0,800,1054,"negative"
8,"rent",48,26,"married","no","freelance",82,219,0,0,1400,1635,"negative"
1,"owner",48,42,"separated","no","freelance",75,310,3500,0,1300,1700,"negative"
20,"rent",60,45,"married","yes","freelance",93,175,1500,0,1500,1645,"negative"
18,"owner",60,35,"married","no","fixed",75,179,7000,3200,1000,1455,"negative"
4,"parents",60,28,"divorced","no","fixed",35,185,0,0,1500,1797,"negative"
14,"owner",60,29,"married","no","fixed",60,210,8000,2500,1100,2050,"negative"
0,"rent",60,25,"married","no","fixed",53,77,0,0,870,920,"negative"
30,"owner",36,52,"married","no","freelance",45,33,3000,0,600,1011,"negative"
0,"rent",36,36,"married","no","partime",82,70,3500,0,500,1350,"positive"
1,"parents",60,23,"married","no","partime",45,83,0,0,1140,1461,"positive"
10,"owner",36,40,"married","no","freelance",90,17,9000,0,450,550,"positive"
2,"owner",24,20,"single","no","fixed",45,176,5000,0,700,1299,"negative"
1,"parents",48,23,"single","no","fixed",35,65,0,0,400,1195,"negative"
1,"rent",60,35,"married","no","partime",83,76,10000,0,1000,1350,"negative"
19,"ignore",36,43,"married","no","fixed",75,110,2000,300,700,1553,"negative"
0,"owner",24,33,"separated","no","fixed",35,170,3000,0,600,1589,"negative"
5,"other",60,42,"married","no","fixed",75,95,0,0,1000,1067,"positive"
2,"owner",48,43,"married","no","partime",60,95,4000,1300,700,975,"positive"
0,"rent",18,24,"single","no","partime",39,40,0,0,300,460,"positive"
12,"owner",60,34,"married","yes","fixed",75,165,5000,1500,1600,1682,"negative"
1,"owner",60,46,"married","no","fixed",75,50,2000,0,750,1302,"positive"
14,"owner",60,45,"married","yes","fixed",60,164,4000,0,1050,1383,"negative"
2,"parents",48,25,"married","no","freelance",60,150,0,0,1000,1300,"negative"
1,"other",30,20,"single","no","fixed",35,90,0,0,450,500,"positive"
3,"owner",60,30,"married","no","fixed",45,200,10000,2969,1650,1750,"negative"
1,"rent",60,35,"widow","no","fixed",45,100,0,0,1250,1400,"negative"
22,"parents",36,38,"married","no","fixed",75,110,2000,0,780,1785,"negative"
30,"owner",48,59,"married","no","fixed",45,150,4000,0,660,933,"negative"
1,"parents",48,40,"married","no","fixed",75,121,0,0,1320,1600,"negative"
5,"rent",48,34,"divorced","no","freelance",57,120,9000,0,950,1290,"negative"
17,"owner",60,57,"married","no","fixed",60,106,4000,0,870,979,"negative"
3,"rent",36,23,"married","no","partime",53,79,0,0,600,650,"negative"
1,"rent",48,34,"single","no","fixed",45,98,6000,800,900,980,"negative"
35,"owner",60,52,"married","no","freelance",45,90,14000,0,2900,4600,"negative"
1,"parents",48,22,"single","no","fixed",35,210,0,0,1575,2082,"negative"
12,"owner",60,27,"married","no","fixed",60,160,2500,270,1400,1461,"negative"
2,"owner",60,27,"married","no","fixed",45,120,5000,400,1000,1140,"negative"
7,"other",60,26,"married","yes","fixed",45,211,0,0,1400,1531,"negative"
17,"owner",60,46,"married","yes","fixed",75,80,3000,0,900,1286,"positive"
1,"other",60,23,"single","no","partime",35,70,0,0,1050,1190,"negative"
3,"owner",60,60,"married","yes","others",45,67,10000,0,1000,1683,"negative"
7,"parents",60,27,"married","no","freelance",45,71,0,0,1500,1800,"negative"
13,"rent",60,36,"married","no","fixed",84,92,0,0,1200,1271,"negative"
15,"parents",24,46,"married","no","fixed",60,158,0,0,1000,1923,"negative"
0,"owner",12,65,"married","no","others",60,115,3500,0,200,431,"negative"
0,"rent",24,30,"married","no","partime",83,80,0,0,500,650,"positive"
5,"rent",60,37,"married","no","fixed",93,176,0,0,1800,2450,"negative"
10,"owner",36,56,"married","yes","freelance",90,321,26000,0,975,1576,"negative"
7,"owner",36,24,"married","no","fixed",60,112,3500,0,1100,1460,"negative"
0,"rent",60,28,"married","no","fixed",53,75,0,0,1100,1168,"positive"
10,"owner",24,50,"married","no","freelance",60,100,4000,0,700,1461,"negative"
2,"rent",48,31,"single","no","fixed",43,75,0,0,800,900,"negative"
12,"owner",48,51,"married","no","fixed",60,80,10000,0,1600,1661,"negative"
2,"rent",60,30,"married","no","fixed",92,170,0,0,1300,1525,"negative"
20,"other",60,62,"married","no","others",75,140,0,0,1300,1371,"negative"
0,"owner",60,38,"married","yes","partime",75,120,3500,0,1500,1702,"positive"
12,"owner",60,50,"married","no","fixed",60,100,8000,0,1050,1657,"negative"
15,"owner",48,44,"married","no","fixed",60,200,3500,200,800,1218,"negative"
0,"rent",60,41,"married","yes","fixed",95,50,7000,4000,1600,1601,"positive"
20,"priv",60,40,"married","no","fixed",75,83,3000,0,1300,1435,"positive"
5,"owner",60,37,"married","yes","freelance",75,75,12000,0,900,1014,"negative"
18,"other",48,50,"married","no","freelance",75,62,5000,0,1700,2437,"negative"
6,"parents",60,24,"separated","no","fixed",45,220,3000,0,1600,1700,"negative"
5,"owner",36,46,"married","no","freelance",60,100,4000,0,1100,1897,"negative"
11,"rent",24,26,"single","no","fixed",59,137,2500,0,350,1158,"negative"
1,"rent",48,27,"single","no","fixed",45,97,0,0,850,1000,"negative"
22,"owner",24,46,"married","no","fixed",60,100,10500,0,900,1635,"negative"
2,"priv",48,34,"married","no","fixed",90,170,6000,0,1280,1879,"negative"
6,"owner",36,42,"married","no","fixed",105,151,48000,0,1635,1635,"positive"
0,"owner",36,21,"single","yes","partime",35,115,2000,0,700,900,"positive"
15,"other",48,60,"married","no","fixed",60,153,0,0,450,1188,"negative"
14,"rent",60,46,"married","no","freelance",67,67,0,0,1500,2250,"negative"
6,"other",24,23,"single","yes","fixed",35,135,0,0,250,250,"positive"
5,"rent",48,29,"married","no","fixed",78,177,4000,0,700,960,"negative"
2,"parents",48,28,"separated","no","freelance",35,140,0,0,1000,1100,"positive"
14,"rent",48,43,"married","no","fixed",54,85,2000,0,500,800,"negative"
26,"owner",48,42,"married","no","fixed",60,95,6500,0,1180,1442,"negative"
0,"parents",36,32,"single","no","fixed",35,119,3000,0,1000,1345,"negative"
29,"owner",12,53,"married","no","fixed",45,145,27000,0,500,1230,"negative"
4,"rent",48,28,"single","no","fixed",45,100,0,0,750,954,"negative"
4,"owner",24,55,"married","no","freelance",90,200,4500,0,800,1230,"negative"
8,"owner",60,40,"married","yes","fixed",75,96,4000,1700,2050,2050,"positive"
1,"other",60,20,"single","no","fixed",35,85,0,0,850,1618,"negative"
20,"owner",60,44,"married","yes","freelance",75,60,3000,0,1500,1912,"positive"
5,"owner",60,39,"married","yes","freelance",90,152,6000,0,1250,1600,"positive"
15,"owner",36,55,"married","no","freelance",75,70,14000,600,600,850,"negative"
7,"owner",60,33,"married","no","freelance",75,138,4000,0,1400,2035,"negative"
10,"owner",60,41,"married","no","fixed",75,187,2500,0,1150,1250,"negative"
21,"other",60,45,"widow","no","fixed",45,110,0,0,650,1584,"negative"
2,"rent",18,38,"married","no","partime",90,148,0,0,300,400,"positive"
0,"owner",36,41,"married","no","fixed",75,89,5500,0,1000,1670,"negative"
12,"rent",60,36,"married","no","fixed",56,106,0,0,1200,1823,"negative"
11,"owner",48,34,"married","yes","fixed",90,198,4500,0,1650,2165,"positive"
2,"owner",60,53,"married","no","others",60,40,5000,0,850,884,"positive"
22,"owner",12,45,"married","no","fixed",60,100,3000,0,400,1531,"negative"
7,"owner",48,37,"married","no","fixed",75,145,6000,0,1250,1650,"negative"
2,"owner",60,29,"married","yes","fixed",60,80,4000,0,1000,1248,"positive"
7,"owner",36,33,"married","no","fixed",45,208,4000,0,500,1288,"negative"
14,"rent",36,43,"married","yes","fixed",96,212,0,0,600,750,"positive"
7,"owner",18,40,"married","yes","fixed",75,169,4000,400,400,1717,"negative"
8,"priv",48,22,"married","no","fixed",45,120,2500,1200,880,882,"negative"
21,"rent",36,42,"separated","yes","fixed",53,180,0,0,850,950,"negative"
1,"rent",48,41,"married","no","partime",89,136,0,0,1070,1378,"positive"
1,"owner",12,28,"married","no","partime",45,130,18000,2500,400,2575,"negative"
14,"owner",60,35,"married","no","fixed",75,205,5000,0,1350,1442,"negative"
2,"other",36,26,"married","no","fixed",35,148,4000,0,700,1300,"negative"
3,"parents",60,25,"single","no","fixed",35,174,0,0,1000,1252,"negative"
14,"owner",60,54,"married","no","fixed",60,90,5000,0,800,1517,"negative"
3,"priv",36,26,"married","no","freelance",60,68,5000,90,900,1501,"negative"
10,"rent",48,26,"single","no","fixed",52,169,2000,0,1000,1242,"negative"
2,"parents",60,34,"single","yes","partime",35,103,0,0,1250,1293,"positive"
3,"rent",48,32,"married","no","fixed",57,121,0,0,1200,1952,"negative"
10,"rent",36,40,"married","no","fixed",115,100,0,0,375,375,"positive"
1,"owner",42,35,"married","no","fixed",75,54,6000,0,1000,1900,"negative"
22,"rent",60,47,"married","no","fixed",56,114,0,0,1000,1163,"negative"
11,"owner",60,26,"married","no","fixed",45,81,4000,1800,1000,1206,"negative"
0,"parents",48,31,"single","no","partime",35,65,2500,0,1000,1560,"negative"
17,"owner",36,43,"married","no","fixed",60,250,9000,0,1000,1204,"negative"
12,"owner",36,45,"married","no","fixed",90,90,30000,0,750,1374,"negative"
10,"rent",48,33,"married","no","fixed",100,103,0,0,950,1541,"negative"
